"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"327","Female",20,"Full-time","Not employed",8,4,3,2,"Always   ",0,0,3,3,0,1,0,"Yes","Yes","Often    ",0,"Rarely   ",1,"Agree            ","Disagree         ","Disagree         ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Often","Disagree","Disagree","Always","Neutral","Always","Neutral","Neutral","Neutral","Disagree","Neutral","Neutral","Neutral","Always","Often","Rarely",33,"No"
"328","Female",24,"Full-time","Not employed",7,4,6,3.5,"Often    ",0,1,0,10,1,0,0,"No ","Yes","Never    ",1,"Often    ",1,"Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Neutral","Neutral","Neutral","Often","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Never","Often",25,"Yes"
"329","Female",18,"Full-time","Part-time   ",7,4,5,3,"Always   ",0,0,15,2,0,3,0,"Yes","No ","         ",0,"Always   ",2,"Agree            ","Agree            ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Often","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always",NA,"Always",22,"No"
"330","Female",19,"Full-time","Part-time   ",11,4,10,2,"Always   ",0,0,0,5,0,1,0,"Yes","No ","         ",2,"Always   ",0,"Neutral          ","Disagree         ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Agree            ","Strongly Disagree","Neutral","Disagree","Strongly Disagree","Often","Often","Often","Often","Often","Always","Always","Always","Often","Strongly Disagree","Always",NA,"Always",40,"No"
"331","Female",18,"Full-time","Part-time   ",6,5,5.5,4,"Always   ",0,3,0,0.5,0,1,0,"No ","Yes","Always   ",0,"Often    ",2.5,"Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Always","Neutral","Often","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Neutral","Neutral","Disagree","Disagree","Always","Always","Often",24,"No"
"332","Female",18,"Full-time","Not employed",8,4,1,2.5,"Often    ",0,3,4,10,0,0,0,"Yes","No ","         ",0,"Rarely   ",1,"Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Neutral          ","Agree            ","Neutral          ","Strongly Disagree","Strongly Disagree","Agree            ","Agree            ","Agree            ","Disagree         ","Often","Disagree","Strongly Disagree","Neutral","Neutral","Often","Neutral","Strongly Disagree","Strongly Disagree","Often","Often","Often","Disagree","Often",NA,"Rarely",29,"No"
"333","Female",22,"Full-time","Full-time   ",9,4,10,3,"Always   ",0,5,5,4,10,2,0,"No ","Yes","Rarely   ",1,"Sometimes",4,"Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Often","Disagree","Often","Often","Neutral","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Disagree","Always","Rarely","Sometims",27,"Yes"
"334","Female",19,"Full-time","Part-time   ",7,5,8,3,"Always   ",0,0,4,20,0,0,0,"Yes","No ","         ",1,"Sometimes",1,"Neutral          ","Disagree         ","Neutral          ","Disagree         ","Strongly Agree   ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral          ","Neutral","Disagree","Neutral","Disagree","Strongly Disagree","Often","Neutral","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Always",NA,"Sometims",20,"No"
"335","Female",26,"Part-time","Full-time   ",8,1,3,3,"Always   ",3,0,0,10,15,1,0,"No ","Yes","Never    ",2,"Sometimes",20,"Agree            ","Disagree         ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Strongly Disagree","Disagree         ","Disagree         ","Often","Disagree","Always","Disagree","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Neutral","Strongly Disagree","Disagree","Disagree","Always","Never","Sometims",19,"Yes"
"336","Female",18,"Full-time","Part-time   ",9,5,12,2.5,"Often    ",0,3,1,5,1,0,0,"No ","Yes","Always   ",0,"Often    ",12,"Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Often","Disagree","Often","Often","Disagree","Often","Neutral","Disagree","Disagree","Always","Always","Always","Neutral","Often","Always","Often",35,"Yes"
"337","Male  ",18,"Full-time","Part-time   ",7.5,4,3,3,"Often    ",0,1,4,8,5.5,0,0,"Yes","Yes","Always   ",0,"Often    ",3.5,"Agree            ","Neutral          ","Neutral          ","Strongly Disagree","Strongly Agree   ","Strongly Disagree","Agree            ","Agree            ","Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Often","Often","Disagree","Strongly Disagree","Disagree","Disagree","Often","Always","Often",20,"Yes"
"338","Male  ",19,"Full-time","Full-time   ",8,4,12,4,"Always   ",3,0,8,14,0,0,0,"Yes","Yes","Sometimes",2,"Always   ",0,"Agree            ","Neutral          ","Agree            ","Agree            ","Disagree         ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Agree            ","Disagree         ","Agree            ","Neutral          ","Often","Neutral","Often","Often","Often","Always","Neutral","Often","Often","Often","Disagree","Often","Neutral","Always","Sometims","Always",37,"No"
"339","Male  ",21,"Full-time","Not employed",8,5,3,2.5,"Often    ",0,0,10,1,5,0,0,"No ","Yes","Often    ",3,"Sometimes",4,"Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Neutral","Often","Neutral","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Often","Sometims",22,"Yes"
"340","Male  ",19,"Full-time","Not employed",8,5,2,3.67,"Always   ",0,0,0,20,0,1,0,"No ","No ","         ",1,"Rarely   ",2,"Agree            ","Neutral          ","Strongly Agree   ","Neutral          ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Often","Neutral","Always","Neutral","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Always",NA,"Rarely",22,"No"
"341","Male  ",27,"Full-time","Part-time   ",5,5,15,3.6,"Always   ",0,0,30,2,0,0,1,"No ","Yes","Sometimes",4,"Rarely   ",0,"Agree            ","Disagree         ","Strongly Agree   ","Disagree         ","                 ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Disagree","Always","Disagree",NA,"Often","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Sometims","Rarely",22,"No"
"342","Male  ",18,"Full-time","Part-time   ",6,4,5,2.5,"Always   ",0,0,30,6,3,0,0,"Yes","Yes","Rarely   ",4,"Always   ",10,"Neutral          ","Agree            ","Strongly Agree   ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral","Often","Always","Often","Often","Neutral","Neutral","Often","Often","Often","Often","Often","Neutral","Always","Rarely","Always",37,"Yes"
"343","Male  ",19,"Full-time","Not employed",7,4,3,2,"Often    ",0,0,4,6,12,0,0,"No ","No ","         ",1,"Sometimes",6,"Agree            ","Strongly Disagree","Strongly Disagree","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Often","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Often","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Often",NA,"Sometims",24,"Yes"
"344","Male  ",20,"Full-time","Not employed",5.5,4,3,2.5,"Often    ",8.5,0,8.5,24,4,0,0,"No ","Yes","Always   ",0,"Sometimes",3,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Neutral          ","Neutral","Disagree","Disagree","Neutral","Disagree","Neutral","Often","Neutral","Neutral","Disagree","Disagree","Often","Neutral","Often","Always","Sometims",29,"Yes"
"345","Male  ",20,"Full-time","Not employed",9,5,3,3.5,"Often    ",0,1,4,7,0,2,1,"Yes","Yes","Sometimes",1,"Always   ",5,"Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Agree            ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Often","Often","Neutral","Often","Often","Neutral","Disagree","Often","Disagree","Neutral","Neutral","Often","Disagree","Often","Sometims","Always",31,"No"
"346","Male  ",18,"Full-time","Part-time   ",8.5,5,18,3.25,"Always   ",0,0,20,33,0,0,0,"Yes","Yes","Always   ",1,"Sometimes",4.5,"Strongly Agree   ","Disagree         ","Disagree         ","Strongly Disagree","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Always","Disagree","Disagree","Strongly Disagree","Disagree","Often","Disagree","Disagree","Disagree","Often","Disagree","Neutral","Neutral","Always","Always","Sometims",25,"No"
"347","Male  ",20,"Full-time","Full-time   ",7,6,10,3.2,"Often    ",0,0,25,20,0,1,0,"Yes","Yes","Often    ",3,"Often    ",7,"Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Often","Disagree","Often","Disagree","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Neutral","Disagree","Often","Often","Often",24,"No"
"348","Male  ",19,"Full-time","Not employed",6,4,5,3,"Often    ",0,0,1,5,0,0,0,"No ","No ","         ",2,"Sometimes",10,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral","Disagree","Disagree","Neutral","Neutral","Often","Neutral","Neutral","Neutral","Often","Neutral","Neutral","Neutral","Often",NA,"Sometims",32,"No"
"349","Male  ",19,"Full-time","Part-time   ",6,4,15,3,"Often    ",16,0,10,15,2,0,0,"No ","Yes","Sometimes",0,"Rarely   ",20,"Strongly Agree   ","Neutral          ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Always","Neutral","Always","Disagree","Strongly Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Sometims","Rarely",20,"Yes"
"350","Male  ",40,"Part-time","Full-time   ",6,2,2,3.6,"Always   ",0,20,20,4,0,0,0,"No ","Yes","Never    ",3,"Often    ",2,"Strongly Disagree","Disagree         ","Strongly Agree   ","Disagree         ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree","Always","Disagree","Neutral","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Never","Often",23,"No"
"351","Male  ",28,"Full-time","Part-time   ",10,4,20,3.5,"Always   ",0,0,0,20,0,0,0,"No ","No ","         ",1,"Rarely   ",5,"Agree            ","Strongly Disagree","Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Neutral          ","Often","Strongly Disagree","Often","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Neutral","Always",NA,"Rarely",21,"No"
